Pathway,q_value,p_value,cliffs_delta,delta_median(label1 - label0),median_label0,median_label1,n_label0,n_label1,effect_size_magnitude,direction
Chemokine receptors bind chemokines,0.02144161665013758,0.008173566660365762,0.33727477477477485,0.0016986033921828473,-0.00122256305905715,0.00047604033312569717,24,148,medium,higher_in_label1(disease)
SHC-mediated cascade:FGFR2,0.02157548394513018,0.00828092986927973,0.33671171171171177,0.000286857127679606,-7.606893046300712e-05,0.00021078819721659885,24,148,medium,higher_in_label1(disease)
Signaling by FGFR2,0.021995196002140966,0.008499449107876927,0.3355855855855856,0.00635538059741225,-0.00225208022296165,0.0041033003744506,24,148,medium,higher_in_label1(disease)
RHOA GTPase cycle,0.022422491358494074,0.008723110215184378,0.33445945945945943,0.01958359972424655,-0.0007044960326877501,0.018879103691558798,24,148,medium,higher_in_label1(disease)
"Cell death signalling via NRAGE, NRIF and NADE",0.02285748162165485,0.008952016300909211,0.33333333333333326,0.014181030198827323,-0.002614235431880625,0.011566794766946699,24,148,medium,higher_in_label1(disease)
Disorders of Developmental Biology,0.023602537914554977,0.00930543923002037,-0.3316441441441441,-0.037039571665751524,0.03689160047466233,-0.00014797119108920002,24,148,medium,higher_in_label0(control)
Maturation of spike protein,0.025322965311384393,0.010049845241071612,-0.3282657657657657,-0.0009737684480117333,0.0008395727445729833,-0.00013419570343875,24,148,small,higher_in_label0(control)
Early Phase of HIV Life Cycle,0.0258074747643033,0.010309513417593747,-0.32713963963963966,-0.004998771758046856,0.0049888284959774005,-9.943262069455234e-06,24,148,small,higher_in_label0(control)
Defective homologous recombination repair (HRR) due to BRCA2 loss of function,0.02663644697501148,0.010710216277158662,0.3254504504504505,0.00011477673503165819,-0.00011863910795567406,-3.862372924015872e-06,24,148,small,higher_in_label1(disease)
RHOBTB3 ATPase cycle,0.028548046073689486,0.011553386792224205,0.322072072072072,0.0163388782154613,-0.0015398167453404498,0.01479906147012085,24,148,small,higher_in_label1(disease)
TGF-beta receptor signaling activates SMADs,0.03134958419976777,0.01276902124063648,0.31756756756756754,0.00156969701101525,-0.00106755797167555,0.0005021390393397,24,148,small,higher_in_label1(disease)
Constitutive Signaling by Aberrant PI3K in Cancer,0.031539368868844606,0.012928670789578598,0.31700450450450446,0.001882853922286425,-0.002438701106333875,-0.00055584718404745,24,148,small,higher_in_label1(disease)
G-protein beta:gamma signalling,0.03212661264518815,0.013253276234829577,0.3158783783783783,0.11979535504357741,-0.1197354253957275,5.992964784991288e-05,24,148,small,higher_in_label1(disease)
RND3 GTPase cycle,0.03312997275761558,0.013753696262299941,-0.31418918918918914,-0.062311425965868326,0.06221288677241642,-9.853919345190692e-05,24,148,small,higher_in_label0(control)
Repression of WNT target genes,0.033743524201172145,0.014096511415633272,0.3130630630630631,0.000647017020895648,-0.0007689960849895,-0.00012197906409385202,24,148,small,higher_in_label1(disease)
FGFR4 ligand binding and activation,0.0347908511605086,0.014624874769822152,0.31137387387387383,0.00015790965781447604,-0.000166793786403975,-8.88412858949897e-06,24,148,small,higher_in_label1(disease)
Pre-NOTCH Transcription and Translation,0.035001555072839974,0.014804835304961033,0.31081081081081074,0.06319540310607129,-0.06333392157057545,-0.00013851846450416592,24,148,small,higher_in_label1(disease)
ERKs are inactivated,0.03856427049615342,0.016514292204549804,-0.3057432432432432,0.0001904575744937501,-0.000820397280661725,-0.0006299397061679749,24,148,small,higher_in_label0(control)
FRS-mediated FGFR4 signaling,0.03856427049615342,0.016714540215042997,-0.3051801801801802,-0.00024740799057748093,-6.83302362023441e-05,-0.00031573822677982504,24,148,small,higher_in_label0(control)
Infection with Mycobacterium tuberculosis,0.03856427049615342,0.016714540215042997,-0.3051801801801802,-0.04560467816214605,0.04552058288650473,-8.409527564132071e-05,24,148,small,higher_in_label0(control)
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,0.03856427049615342,0.016714540215042997,0.3051801801801801,0.06211544998926153,-0.062081690517588675,3.375947167285349e-05,24,148,small,higher_in_label1(disease)
RAF-independent MAPK1/3 activation,0.04320151577162077,0.018837214448722373,-0.2995495495495496,-0.00040394504328986964,0.00039679334106887496,-7.151702220994654e-06,24,148,small,higher_in_label0(control)
RHO GTPases activate IQGAPs,0.043974260380908334,0.019288970610946737,0.2984234234234233,0.0020240653698265247,-0.0018296613512095248,0.00019440401861700008,24,148,small,higher_in_label1(disease)
Maturation of nucleoprotein,0.04528998648918883,0.019984354351626404,-0.2967342342342343,-0.025177094782908877,0.0247027653227821,-0.000474329460126775,24,148,small,higher_in_label0(control)
MET activates PTK2 signaling,0.047189007193779955,0.0209455123314428,-0.29448198198198194,-5.498967490372404e-05,6.382267470383764e-05,8.832999800113606e-06,24,148,small,higher_in_label0(control)
