Pathway,q_value,p_value,cliffs_delta,delta_median(label1 - label0),median_label0,median_label1,n_label0,n_label1,effect_size_magnitude,direction
PCP/CE pathway,0.022703026307942863,0.008891524663685195,-0.4739229024943311,-0.05246064157425249,5.503633164633524e-05,-0.05240560524260615,21,21,medium,higher_in_label0(control)
Host Interactions of HIV factors,0.022703026307942863,0.008891524663685195,0.473922902494331,0.0527313820956013,-0.051491880989338296,0.001239501106263,21,21,medium,higher_in_label1(disease)
Diseases associated with O-glycosylation of proteins,0.022703026307942863,0.008891524663685195,0.473922902494331,0.0027358209665514998,-0.0004252564757192,0.0023105644908323,21,21,medium,higher_in_label1(disease)
GLI3 is processed to GLI3R by the proteasome,0.024270031379042926,0.009568602449700998,0.4693877551020409,0.024798906914557748,-0.0245935976842806,0.00020530923027714998,21,21,medium,higher_in_label1(disease)
Cell recruitment (pro-inflammatory response),0.025594545491701932,0.01029127938830835,0.46485260770975056,0.020420062613197554,-6.629672165525329e-05,0.0203537658915423,21,21,medium,higher_in_label1(disease)
Negative regulation of MAPK pathway,0.025594545491701932,0.01029127938830835,0.46485260770975056,0.005399255685067998,9.749381774470136e-05,0.0054967495028127,21,21,medium,higher_in_label1(disease)
Phospholipase C-mediated cascade; FGFR2,0.025594545491701932,0.01029127938830835,-0.46485260770975056,-0.0019446790797460112,8.680645583311105e-05,-0.0018578726239129,21,21,medium,higher_in_label0(control)
Translation of Structural Proteins,0.03152777794202599,0.012759283501342113,0.4512471655328798,0.00136466196177995,-0.0006265831058771,0.00073807885590285,21,21,medium,higher_in_label1(disease)
The role of Nef in HIV-1 replication and disease pathogenesis,0.04112435631608052,0.01685776486063875,-0.4331065759637188,-0.0084164935919818,0.0083057675728402,-0.0001107260191416,21,21,medium,higher_in_label0(control)
Anti-inflammatory response favouring Leishmania parasite infection,0.04112435631608052,0.01685776486063875,-0.4331065759637188,-0.00042268924159587137,5.878480416792138e-05,-0.00036390443742795,21,21,medium,higher_in_label0(control)
NOTCH3 Activation and Transmission of Signal to the Nucleus,0.043748357440016865,0.018047625262461266,0.4285714285714286,0.0015321559620530998,-0.00044753913599710003,0.001084616826056,21,21,medium,higher_in_label1(disease)
Maturation of nucleoprotein,0.04622428705049806,0.01931040712292347,0.4240362811791383,0.015586887976305815,-9.463597746371562e-05,0.0154922519988421,21,21,medium,higher_in_label1(disease)
Erythropoietin activates Phosphoinositide-3-kinase (PI3K),0.04622428705049806,0.01931040712292347,-0.4240362811791383,-0.00996913267232865,0.009782497800173349,-0.0001866348721553,21,21,medium,higher_in_label0(control)
STAT3 nuclear events downstream of ALK signaling,0.048820044753379095,0.020649731723361393,0.41950113378684817,0.00541474828899806,-5.905848339835984e-05,0.0053556898055997,21,21,medium,higher_in_label1(disease)
Rev-mediated nuclear export of HIV RNA,0.048820044753379095,0.020649731723361393,-0.41950113378684806,-0.00018392516749643023,-1.6193390301069773e-05,-0.0002001185577975,21,21,medium,higher_in_label0(control)
